text,created_at,lat,lon,place,coordinates,location,polarity score,sentiment,emotion,party
#Democracy in action. #election2016 #tuesday #imwithher @ The United States of America https://t.co/OLvClHR7ls,11/9/2016 0:41,39.7321,-104.949,"Place(name='Denver', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/b49b3053b5c25bf5.json', full_name='Denver, CO', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-105.109815, 39.614151], [-104.734372, 39.614151], [-104.734372, 39.812975], [-105.109815, 39.812975]]], type='Polygon'), contained_within=[], id='b49b3053b5c25bf5')","{'coordinates': [-104.949, 39.7321], 'type': 'Point'}",right next to you,0.108836579,negative,Joy,Hillary
#donaldtrump #hillaryclinton I'm win! #vote firme #GaelYunes #election2016 #vote #USA #election… https://t.co/Grq08PeSU7,11/9/2016 0:38,42.7555213,-84.5437175,"Place(name='Lansing', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/91eb113282d003a1.json', full_name='Lansing, MI', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-84.63184, 42.6185662], [-84.483958, 42.6185662], [-84.483958, 42.805532], [-84.63184, 42.805532]]], type='Polygon'), contained_within=[], id='91eb113282d003a1')","{'coordinates': [-84.5437175, 42.7555213], 'type': 'Point'}",East Lansing,0.926848254,negative,Sadness,Hillary
#election2016 #donaldtrump #hillaryclinton #okc #ontheroad #art #magick #meditation #freedumb… https://t.co/fCgxQTSYD3,11/8/2016 18:49,42.3239673,-71.08484572,"Place(name='Boston', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json', full_name='Boston, MA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]], type='Polygon'), contained_within=[], id='67b98f17fdcf20be')","{'coordinates': [-71.08484572, 42.3239673], 'type': 'Point'}","Roxbury, MA",0.108836579,negative,Joy,Hillary
"#election2016 #dumptrump #latinopower #votolatino 
#godblessamerica 🇺🇸 @ Downtown Boulder https://t.co/qvSkLBSqc2",11/8/2016 18:49,40.7616,-74.075,"Place(name='Secaucus', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/c5e2e95296cb121d.json', full_name='Secaucus, NJ', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.093886, 40.750391], [-74.033688, 40.750391], [-74.033688, 40.806587], [-74.093886, 40.806587]]], type='Polygon'), contained_within=[], id='c5e2e95296cb121d')","{'coordinates': [-74.075, 40.7616], 'type': 'Point'}",,0.108836579,negative,Joy,Hillary
#election2016 #earlyvoter #apgovteacher #redwhiteandblue #bowtie #texas #democracy #america… https://t.co/QgoE2uimki,11/8/2016 18:49,33.9374,-84.3686,"Place(name='Sandy Springs', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/b077585758242faa.json', full_name='Sandy Springs, GA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-84.4468, 33.876737], [-84.2580892, 33.876737], [-84.2580892, 34.010177], [-84.4468, 34.010177]]], type='Polygon'), contained_within=[], id='b077585758242faa')","{'coordinates': [-84.3686, 33.9374], 'type': 'Point'}",ATL,0.108836579,negative,Surprise,Hillary
#election2016 #election #electionday #weworewhite #imwithher #womenvote @ Silver Spring Baptist… https://t.co/KGyMInPPuj,11/8/2016 18:39,30.20755297,-97.77008341,"Place(name='Austin', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/c3f37afa9efcf94b.json', full_name='Austin, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]], type='Polygon'), contained_within=[], id='c3f37afa9efcf94b')","{'coordinates': [-97.77008341, 30.20755297], 'type': 'Point'}","Portland, OR",0.108836579,negative,Joy,Hillary
#election2016 #electionday #americavotes2016 #americavotes #imwithher #clinton #lifestyleblogger… https://t.co/OcUUFqTsU0,11/8/2016 18:20,35.66727,-78.35101,"Place(name='North Carolina', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b98b02fba3f9753.json', full_name='North Carolina, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-84.3219475, 33.752879], [-75.40012, 33.752879], [-75.40012, 36.588118], [-84.3219475, 36.588118]]], type='Polygon'), contained_within=[], id='3b98b02fba3f9753')","{'coordinates': [-78.35101, 35.66727], 'type': 'Point'}","Wilson, NC",0.108836579,negative,Joy,Hillary
#election2016 #electionday #govote #merica @ Our Lady Queen of Martyrs Catholic Church https://t.co/PM2W9JDK3n,11/8/2016 18:17,38.86642694,-77.23806307,"Place(name='Merrifield', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/d9444ad74f3ab7f4.json', full_name='Merrifield, VA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.274342, 38.86503], [-77.2176593, 38.86503], [-77.2176593, 38.8901386], [-77.274342, 38.8901386]]], type='Polygon'), contained_within=[], id='d9444ad74f3ab7f4')","{'coordinates': [-77.23806307, 38.86642694], 'type': 'Point'}","ÜT: 38.867659,-77.242853",0.108836579,negative,Joy,Hillary
#election2016 #electionday #republican #democrat #hillaryclinton #donaldtrump #undecided… https://t.co/UXM3dgerQm,11/8/2016 18:07,34.1486,-118.396,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.396, 34.1486], 'type': 'Point'}",Los Angeles,0.926848254,negative,Fear,Hillary
#election2016 #electionday2016🇺🇸 #hillaryclinton #cookies #williamsburg #365project #nyc… https://t.co/IhVnhD1qsj,11/8/2016 17:49,40.707499,-74.011153,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-74.011153, 40.707499], 'type': 'Point'}",New York City,0.108836579,negative,Joy,Hillary
#election2016 #hillaryforprison2016 #killaryforprison2016 #2A @ City… https://t.co/KOIJQSTqmT,11/8/2016 17:20,40.68555,-73.9226,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.9226, 40.68555], 'type': 'Point'}",NYC,0.108836579,negative,Joy,Hillary
#election2016 #imwithher #IVoted @ Williamsburg Middle https://t.co/2Cw0BS2Xqn,11/8/2016 17:13,39.9419,-82.9928,"Place(name='Columbus', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json', full_name='Columbus, OH', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-83.200169, 39.832013], [-82.7713751, 39.832013], [-82.7713751, 40.157354], [-83.200169, 40.157354]]], type='Polygon'), contained_within=[], id='3df0e3eb1e91170b')","{'coordinates': [-82.9928, 39.9419], 'type': 'Point'}",On the banks of the Olentangy,0.108836579,negative,Anger,Hillary
"#election2016 #imwithher #nails 💅🇺🇸 @ Heart of Texas, Waco https://t.co/Kw9JnPlG7X",11/8/2016 17:11,41.8369,-87.6844,"Place(name='Chicago', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json', full_name='Chicago, IL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]], type='Polygon'), contained_within=[], id='1d9a5370a355ab0c')","{'coordinates': [-87.6844, 41.8369], 'type': 'Point'}","Chicago, IL",0.926848254,negative,Joy,Hillary
#election2016 #imwithher @ Jesus Sacred Heart Church CA https://t.co/flvuN3R1MI,11/8/2016 17:18,34.09444444,-118.2675,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.2675, 34.09444444], 'type': 'Point'}",Los Angeles,1.818011675,neutral,Fear,Hillary
#election2016 #imwithher @ The Walker-Jones Education Campus https://t.co/3YVl6k14S7,11/8/2016 17:17,42.814,-73.91,"Place(name='Schenectady', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/389fab2fead253c3.json', full_name='Schenectady, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-73.983266, 42.763657], [-73.893018, 42.763657], [-73.893018, 42.842612], [-73.983266, 42.842612]]], type='Polygon'), contained_within=[], id='389fab2fead253c3')","{'coordinates': [-73.91, 42.814], 'type': 'Point'}",New York,0.926848254,negative,Sadness,Hillary
"#election2016 #imwithher 🇺🇸😘#vote
.
.
.
.
.
.
  thank you urbanoutfitters for the pin! My… https://t.co/Q8KE13pmTr",11/8/2016 17:11,33.71461,-84.2164899,"Place(name='Georgia', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/7142eb97ae21e839.json', full_name='Georgia, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]], type='Polygon'), contained_within=[], id='7142eb97ae21e839')","{'coordinates': [-84.2164899, 33.71461], 'type': 'Point'}","iPhone: 33.790123,-84.165627",1,neutral,Joy,Hillary
#election2016 #imwithher🇺🇸 #getoutsndvote ❤️⚪️💙 #letsmakehistory ✔️… https://t.co/Rss7R28CFj,11/8/2016 17:11,34.15788603,-118.4383799,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.43837992, 34.15788603], 'type': 'Point'}",Los Angeles,0.108836579,negative,Surprise,Hillary
"#election2016 #imwithher🇺🇸 #strongertogether
 #yourefired @realdonaldtrump #trumpism @ The… https://t.co/jVkUQ53DWI",11/8/2016 17:11,38.88990919,-77.03464372,"Place(name='Washington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', full_name='Washington, DC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]], type='Polygon'), contained_within=[], id='01fbe706f872cb32')","{'coordinates': [-77.03464372, 38.88990919], 'type': 'Point'}","chicago, il",0.108836579,negative,Joy,Hillary
#election2016 #imwithher🇺🇸 #yourefired @ The George Washington University https://t.co/jVkUQ53DWI,11/8/2016 17:11,40.70305556,-74.02611111,"Place(name='New Jersey', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/65b4760a2b411e11.json', full_name='New Jersey, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.563587, 38.788657], [-73.88506, 38.788657], [-73.88506, 41.357424], [-75.563587, 41.357424]]], type='Polygon'), contained_within=[], id='65b4760a2b411e11')","{'coordinates': [-74.02611111, 40.70305556], 'type': 'Point'}",New York,0.108836579,negative,Surprise,Hillary
#election2016 #ivoted  #uniondale #imwithher @ Walnut Street Elementary School https://t.co/beyldAipul,11/8/2016 17:10,33.5211,-86.8089,"Place(name='Birmingham', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/92220986b9dfd67d.json', full_name='Birmingham, AL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]], type='Polygon'), contained_within=[], id='92220986b9dfd67d')","{'coordinates': [-86.8089, 33.5211], 'type': 'Point'}","Birmingham, Alabama, USA",0.108836579,negative,Joy,Hillary
#election2016 #ivoted #imwithher #hillaryclinton #dontboovote #obama @ Los Feliz 90027 https://t.co/cyuKAt27bU,11/8/2016 17:11,34.84470027,-89.97087401,"Place(name='Hernando', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/0006bec76806fe3b.json', full_name='Hernando, MS', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-90.0249, 34.806843], [-89.962927, 34.806843], [-89.962927, 34.8901421], [-90.0249, 34.8901421]]], type='Polygon'), contained_within=[], id='0006bec76806fe3b')","{'coordinates': [-89.97087401, 34.84470027], 'type': 'Point'}","Hernando, Mississippi-USA",0.108836579,negative,Surprise,Hillary
#election2016 #myvote #imwithher  🇺🇸 @ Port Norfolk Recreation Center https://t.co/DCqzJCOlFo,11/8/2016 17:10,32.87917132,-79.76287132,"Place(name='Mount Pleasant', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/37bcd9d2fe172622.json', full_name='Mount Pleasant, SC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-79.922434, 32.766578], [-79.75221, 32.766578], [-79.75221, 32.929315], [-79.922434, 32.929315]]], type='Polygon'), contained_within=[], id='37bcd9d2fe172622')","{'coordinates': [-79.76287132, 32.87917132], 'type': 'Point'}","Mt. Pleasant, SC",0.926848254,negative,Joy,Hillary
"#Election2016 #Vote #HillaryClinton hillaryclinton 
#Obama @BarackObama It Waz Real While It… https://t.co/24C78t03Yy",11/8/2016 17:06,40.7142,-74.0064,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-74.0064, 40.7142], 'type': 'Point'}","Montreal,Canada ",0.926848254,negative,Sadness,Hillary
"#Election2016 #Vote #HillaryClinton hillaryclinton 
#Obama @BarackObama It Waz Real While It… https://t.co/cInQdacgXL",11/8/2016 17:06,38.41449702,-82.42963609,"Place(name='Huntington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/e4197a23034fa912.json', full_name='Huntington, WV', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-82.5304326, 38.375981], [-82.349236, 38.375981], [-82.349236, 38.439347], [-82.5304326, 38.439347]]], type='Polygon'), contained_within=[], id='e4197a23034fa912')","{'coordinates': [-82.42963609, 38.41449702], 'type': 'Point'}","Huntington, West Virginia",0.926848254,negative,Sadness,Hillary
#election2016 #vote #vote2016 #hillaryclinton @ PS 108 Elementary… https://t.co/Za3jvclVjU,11/8/2016 17:05,42.32747,-85.5258,"Place(name='Comstock Northwest', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/24536b0ba8d21e7d.json', full_name='Comstock Northwest, MI', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-85.541544, 42.302895], [-85.492678, 42.302895], [-85.492678, 42.332783], [-85.541544, 42.332783]]], type='Polygon'), contained_within=[], id='24536b0ba8d21e7d')","{'coordinates': [-85.5258, 42.32747], 'type': 'Point'}","Kalamazoo-Battle Creek, MI",0.108836579,negative,Sadness,Hillary
#election2016 #vote #voteforyourfuture #LA #stopstupidity #imwithher #nevertrump 🇺🇸 @ Hollywood https://t.co/XRsUooE9iW,11/8/2016 17:04,31.69519597,-89.14243056,"Place(name='Laurel', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/11f7f450ca7473b7.json', full_name='Laurel, MS', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-89.1851346, 31.656576], [-89.113166, 31.656576], [-89.113166, 31.749135], [-89.1851346, 31.749135]]], type='Polygon'), contained_within=[], id='11f7f450ca7473b7')","{'coordinates': [-89.14243056, 31.69519597], 'type': 'Point'}","laurel,ms",0.108836579,negative,Joy,Hillary
#election2016 #voting #imwithher @ Shenandoah Street Elementary https://t.co/UKphPfk822,11/8/2016 17:03,26.43371,-81.7886,"Place(name='Estero', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/47d6c4ee241dfc33.json', full_name='Estero, FL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-81.840335, 26.389186], [-81.754749, 26.389186], [-81.754749, 26.4569821], [-81.840335, 26.4569821]]], type='Polygon'), contained_within=[], id='47d6c4ee241dfc33')","{'coordinates': [-81.7886, 26.43371], 'type': 'Point'}",paradise☀️,0.108836579,negative,Anger,Hillary
