text,created_at,lat,lon,place,coordinates,location,polarity score,sentiment,emotion,party
#charlesschumer #newyorksenator #voteCHUCKtuesday #democrat #awesome public servant #greatguy… https://t.co/edrEdtJi0H,11/9/2016 0:59,33.64685,-112.06869,"Place(name='Phoenix', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/5c62ffb0f0f3479d.json', full_name='Phoenix, AZ', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-112.3239143, 33.29026], [-111.9254391, 33.29026], [-111.9254391, 33.8154652], [-112.3239143, 33.8154652]]], type='Polygon'), contained_within=[], id='5c62ffb0f0f3479d')","{'coordinates': [-112.06869, 33.64685], 'type': 'Point'}","Phoenix, AZ",38.67188361,positive,Joy,Hillary
#civicduty #election2016 🇱🇷 #ivoted #iguessimwithher #staywoke #melanin #king #brooksstatus @… https://t.co/stlyxyAu8e,11/9/2016 0:46,33.68287932,-117.8847392,"Place(name='Costa Mesa', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/2f97b9acb13ca665.json', full_name='Costa Mesa, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-117.954201, 33.625179], [-117.85709, 33.625179], [-117.85709, 33.702038], [-117.954201, 33.702038]]], type='Polygon'), contained_within=[], id='2f97b9acb13ca665')","{'coordinates': [-117.88473922, 33.68287932], 'type': 'Point'}",los angeles,1,neutral,Joy,Hillary
#Democracy in action. #election2016 #tuesday #imwithher @ The United States of America https://t.co/OLvClHR7ls,11/9/2016 0:41,39.7321,-104.949,"Place(name='Denver', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/b49b3053b5c25bf5.json', full_name='Denver, CO', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-105.109815, 39.614151], [-104.734372, 39.614151], [-104.734372, 39.812975], [-105.109815, 39.812975]]], type='Polygon'), contained_within=[], id='b49b3053b5c25bf5')","{'coordinates': [-104.949, 39.7321], 'type': 'Point'}",right next to you,0.108836579,negative,Joy,Hillary
"#dontboovote #vote #election2016 #justdoit @ Old Town, Alexandria https://t.co/E2d4GpWduA",11/9/2016 0:26,34.0522,-118.243,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.243, 34.0522], 'type': 'Point'}","Hollywood, California",0.108836579,negative,Joy,Election
"#drive2vote just arrived! #election2016🇺🇸 @ Omaha, Nebraska https://t.co/ek02y0r7X5",11/9/2016 0:18,30.26887004,-97.74293641,"Place(name='Austin', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/c3f37afa9efcf94b.json', full_name='Austin, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]], type='Polygon'), contained_within=[], id='c3f37afa9efcf94b')","{'coordinates': [-97.74293641, 30.26887004], 'type': 'Point'}",seattle,21.27152655,positive,Joy,Election
#😂 #trump #rapper #thedailyshow #trevornoah #election2016 @ New Jersey https://t.co/G6sbjqx3Pv,11/9/2016 0:12,41.82988836,-87.82130932,"Place(name='Riverside', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/49ecb21afc709bea.json', full_name='Riverside, IL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-87.8321527, 41.816203], [-87.802651, 41.816203], [-87.802651, 41.843094], [-87.8321527, 41.843094]]], type='Polygon'), contained_within=[], id='49ecb21afc709bea')","{'coordinates': [-87.82130932, 41.82988836], 'type': 'Point'}",USA,1,neutral,Joy,Trump
#🇺🇸 #Ivoted #nycvotes #election2016 #teamusa #whatsundermyfeet #waitingforthetrain #nyc… https://t.co/ALkH0uWqfk,11/8/2016 23:45,34.0025889,-118.4310142,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.4310142, 34.0025889], 'type': 'Point'}",Where the sidewalk ends,0.108836579,negative,Joy,Election
"#election2016 
#ourGodissovereign @ West-Ark Church of Christ https://t.co/XX2gNYKGsb",11/8/2016 17:09,32.3335099,-80.93159,"Place(name='South Carolina', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/6057f1e35bcc6c20.json', full_name='South Carolina, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-83.353955, 32.04683], [-78.499301, 32.04683], [-78.499301, 35.215449], [-83.353955, 35.215449]]], type='Polygon'), contained_within=[], id='6057f1e35bcc6c20')","{'coordinates': [-80.93159, 32.3335099], 'type': 'Point'}","Savannah, GA",0.108836579,negative,Joy,Election
#election2016 #betterchoice #wearedoomed #votesmart @ Sunrise Ford NoHo https://t.co/zoYyY1JBN9,11/8/2016 19:27,40.89639254,-74.19839742,"Place(name='Woodland Park', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/7148e03302aa94e3.json', full_name='Woodland Park, NJ', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.21931, 40.872408], [-74.174427, 40.872408], [-74.174427, 40.9075021], [-74.21931, 40.9075021]]], type='Polygon'), contained_within=[], id='7148e03302aa94e3')","{'coordinates': [-74.19839742, 40.89639254], 'type': 'Point'}",NEW JERSEY,0.108836579,negative,Joy,Election
#election2016 #cityhall #vote @ City Hall Park https://t.co/d2ofKzYoCF,11/8/2016 18:54,33.99846802,-118.3310107,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.33101065, 33.99846802], 'type': 'Point'}","Manchester, City of Steel",0.108836579,negative,Joy,Election
#election2016 #donaldtrump #hillaryclinton #okc #ontheroad #art #magick #meditation #freedumb… https://t.co/fCgxQTSYD3,11/8/2016 18:49,42.3239673,-71.08484572,"Place(name='Boston', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json', full_name='Boston, MA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]], type='Polygon'), contained_within=[], id='67b98f17fdcf20be')","{'coordinates': [-71.08484572, 42.3239673], 'type': 'Point'}","Roxbury, MA",0.108836579,negative,Joy,Hillary
"#election2016 #dumptrump #latinopower #votolatino 
#godblessamerica 🇺🇸 @ Downtown Boulder https://t.co/qvSkLBSqc2",11/8/2016 18:49,40.7616,-74.075,"Place(name='Secaucus', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/c5e2e95296cb121d.json', full_name='Secaucus, NJ', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.093886, 40.750391], [-74.033688, 40.750391], [-74.033688, 40.806587], [-74.093886, 40.806587]]], type='Polygon'), contained_within=[], id='c5e2e95296cb121d')","{'coordinates': [-74.075, 40.7616], 'type': 'Point'}",,0.108836579,negative,Joy,Hillary
#election2016 #election #electionday #weworewhite #imwithher #womenvote @ Silver Spring Baptist… https://t.co/KGyMInPPuj,11/8/2016 18:39,30.20755297,-97.77008341,"Place(name='Austin', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/c3f37afa9efcf94b.json', full_name='Austin, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]], type='Polygon'), contained_within=[], id='c3f37afa9efcf94b')","{'coordinates': [-97.77008341, 30.20755297], 'type': 'Point'}","Portland, OR",0.108836579,negative,Joy,Hillary
"#election2016 #electionanxiety #collectiveunconsious 
#AquariusMoon #feels
#usa🇺🇸… https://t.co/gw0Hn8actU",11/8/2016 18:27,33.81835691,-84.376666,"Place(name='Atlanta', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/8173485c72e78ca5.json', full_name='Atlanta, GA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-84.576827, 33.6475029], [-84.289385, 33.6475029], [-84.289385, 33.8868859], [-84.576827, 33.8868859]]], type='Polygon'), contained_within=[], id='8173485c72e78ca5')","{'coordinates': [-84.376666, 33.81835691], 'type': 'Point'}",Black Hollywood ,0.108836579,negative,Joy,Election
#election2016 #electionday #americavotes2016 #americavotes #imwithher #clinton #lifestyleblogger… https://t.co/OcUUFqTsU0,11/8/2016 18:20,35.66727,-78.35101,"Place(name='North Carolina', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b98b02fba3f9753.json', full_name='North Carolina, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-84.3219475, 33.752879], [-75.40012, 33.752879], [-75.40012, 36.588118], [-84.3219475, 36.588118]]], type='Polygon'), contained_within=[], id='3b98b02fba3f9753')","{'coordinates': [-78.35101, 35.66727], 'type': 'Point'}","Wilson, NC",0.108836579,negative,Joy,Hillary
#election2016 #electionday #govote #merica @ Our Lady Queen of Martyrs Catholic Church https://t.co/PM2W9JDK3n,11/8/2016 18:17,38.86642694,-77.23806307,"Place(name='Merrifield', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/d9444ad74f3ab7f4.json', full_name='Merrifield, VA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.274342, 38.86503], [-77.2176593, 38.86503], [-77.2176593, 38.8901386], [-77.274342, 38.8901386]]], type='Polygon'), contained_within=[], id='d9444ad74f3ab7f4')","{'coordinates': [-77.23806307, 38.86642694], 'type': 'Point'}","ÜT: 38.867659,-77.242853",0.108836579,negative,Joy,Hillary
"#election2016 #electionday #rockthevote @ Blythewood, South Carolina https://t.co/tyQegcm1fE",11/8/2016 18:05,29.35123517,-98.43340293,"Place(name='San Antonio', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3df4f427b5a60fea.json', full_name='San Antonio, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-98.778559, 29.141956], [-98.302744, 29.141956], [-98.302744, 29.693046], [-98.778559, 29.693046]]], type='Polygon'), contained_within=[], id='3df4f427b5a60fea')","{'coordinates': [-98.43340293, 29.35123517], 'type': 'Point'}",,0.108836579,negative,Joy,Election
#election2016 #electionday2016🇺🇸 #hillaryclinton #cookies #williamsburg #365project #nyc… https://t.co/IhVnhD1qsj,11/8/2016 17:49,40.707499,-74.011153,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-74.011153, 40.707499], 'type': 'Point'}",New York City,0.108836579,negative,Joy,Hillary
#election2016 #GoVote #tellsomeone @ Town of Grambling https://t.co/4k6yKwMtVT,11/8/2016 17:34,40.39628822,-86.88156776,"Place(name='Lafayette', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/df1b6e7143e9c8d4.json', full_name='Lafayette, IN', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-86.92488, 40.339754], [-86.768625, 40.339754], [-86.768625, 40.474718], [-86.92488, 40.474718]]], type='Polygon'), contained_within=[], id='df1b6e7143e9c8d4')","{'coordinates': [-86.88156776, 40.39628822], 'type': 'Point'}","Lafayette, IN",0.108836579,negative,Joy,Election
#election2016 #hilaryclinton #oprah #govote #vote @ Belindas Braids &amp; Styles https://t.co/4dzKFsDjRf,11/8/2016 17:21,42.814,-73.91,"Place(name='Schenectady', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/389fab2fead253c3.json', full_name='Schenectady, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-73.983266, 42.763657], [-73.893018, 42.763657], [-73.893018, 42.842612], [-73.983266, 42.842612]]], type='Polygon'), contained_within=[], id='389fab2fead253c3')","{'coordinates': [-73.91, 42.814], 'type': 'Point'}",New York,0.108836579,negative,Joy,Election
#election2016 #hillaryforprison2016 #killaryforprison2016 #2A @ City… https://t.co/KOIJQSTqmT,11/8/2016 17:20,40.68555,-73.9226,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.9226, 40.68555], 'type': 'Point'}",NYC,0.108836579,negative,Joy,Hillary
"#election2016 #imwithher #nails 💅🇺🇸 @ Heart of Texas, Waco https://t.co/Kw9JnPlG7X",11/8/2016 17:11,41.8369,-87.6844,"Place(name='Chicago', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json', full_name='Chicago, IL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]], type='Polygon'), contained_within=[], id='1d9a5370a355ab0c')","{'coordinates': [-87.6844, 41.8369], 'type': 'Point'}","Chicago, IL",0.926848254,negative,Joy,Hillary
"#election2016 #imwithher 🇺🇸😘#vote
.
.
.
.
.
.
  thank you urbanoutfitters for the pin! My… https://t.co/Q8KE13pmTr",11/8/2016 17:11,33.71461,-84.2164899,"Place(name='Georgia', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/7142eb97ae21e839.json', full_name='Georgia, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]], type='Polygon'), contained_within=[], id='7142eb97ae21e839')","{'coordinates': [-84.2164899, 33.71461], 'type': 'Point'}","iPhone: 33.790123,-84.165627",1,neutral,Joy,Hillary
"#election2016 #imwithher🇺🇸 #strongertogether
 #yourefired @realdonaldtrump #trumpism @ The… https://t.co/jVkUQ53DWI",11/8/2016 17:11,38.88990919,-77.03464372,"Place(name='Washington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', full_name='Washington, DC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]], type='Polygon'), contained_within=[], id='01fbe706f872cb32')","{'coordinates': [-77.03464372, 38.88990919], 'type': 'Point'}","chicago, il",0.108836579,negative,Joy,Hillary
#election2016 #ivoted  #uniondale #imwithher @ Walnut Street Elementary School https://t.co/beyldAipul,11/8/2016 17:10,33.5211,-86.8089,"Place(name='Birmingham', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/92220986b9dfd67d.json', full_name='Birmingham, AL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]], type='Polygon'), contained_within=[], id='92220986b9dfd67d')","{'coordinates': [-86.8089, 33.5211], 'type': 'Point'}","Birmingham, Alabama, USA",0.108836579,negative,Joy,Hillary
"#election2016 #mpls9thward #powderhorn #minneapolis #southminneapolis @ Powderhorn Park,… https://t.co/hIkCUku1AM",11/8/2016 17:10,33.71017161,-117.9825841,"Place(name='Huntington Beach', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/80eb17ffe368fc9a.json', full_name='Huntington Beach, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.082615, 33.6289907], [-117.91485, 33.6289907], [-117.91485, 33.756093], [-118.082615, 33.756093]]], type='Polygon'), contained_within=[], id='80eb17ffe368fc9a')","{'coordinates': [-117.98258405, 33.71017161], 'type': 'Point'}","Huntington Beach, CA",0.108836579,negative,Joy,Election
#election2016 #myvote #imwithher  🇺🇸 @ Port Norfolk Recreation Center https://t.co/DCqzJCOlFo,11/8/2016 17:10,32.87917132,-79.76287132,"Place(name='Mount Pleasant', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/37bcd9d2fe172622.json', full_name='Mount Pleasant, SC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-79.922434, 32.766578], [-79.75221, 32.766578], [-79.75221, 32.929315], [-79.922434, 32.929315]]], type='Polygon'), contained_within=[], id='37bcd9d2fe172622')","{'coordinates': [-79.76287132, 32.87917132], 'type': 'Point'}","Mt. Pleasant, SC",0.926848254,negative,Joy,Hillary
